Species,Family,Growthform,EveDec,LeafType,Location,Garden,MAT,MAP,Biomes,Contributor,LMAdisc,LMAleaf,LDdisc,LDleaf,LDMCdisc,LDMCleaf,LTleaf,LTdisc,LAleaf
Quercus aquifolioides,Fagaceae,Trees,E,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,77.1408351,82.06529191,0.449946542,0.47866988,0.400883599,0.402467573,0.171444445,NA,32.41716666666667
Quercus guyavifolia,Fagaceae,Trees,E,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,237.084218,240.7814586,0.543148266,0.551618462,0.499197313,0.459787012,0.4365,NA,20.849333333333337
Salix dibapha,Salicaceae,Trees,E,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,108.5633404,132.0503279,0.581589323,0.70741247,0.359345619,0.430100095,0.186666667,NA,19.452166666666667
Lyonia villosa,Ericaceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,77.0700637,86.42214284,0.386854754,0.433797706,0.394331797,0.350237603,0.199222222,NA,32.43383333333333
Cornus walteri,Corceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,52.22929936,50.9957702,0.335520124,0.327595953,0.321148825,0.237135614,0.155666667,NA,33.685
Elsholtzia eriocalyx,Lamiaceae,Trees,E,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,35.17338995,37.77394257,0.239003782,0.256674581,0.246103991,0.177121291,0.147166667,NA,26.9628
Viburnum cylindricum,Adoxaceae,Trees,E,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,148.9030432,149.2356702,0.371896042,0.372726802,0.332604919,0.363947006,0.400388889,NA,27.546333333333333
Malus ombrophila,Rosaceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,109.7,119.9633888,0.516370294,0.564681225,0.49,0.445936147,0.212444444,NA,57.01683333333333
Clerodendrum yunnanense,Lamiaceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,53.43241331,67.25945285,0.29611559,0.372743272,0.302137903,0.244740638,0.180444445,NA,110.02683333333334
Euonymus laxiflorus,Celastraceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,106.6525124,118.5736869,0.367978767,0.409109904,0.333423276,0.28673611,0.289833333,NA,12.757833333333334
Rhododendron rubiginosum,Ericaceae,Trees,E,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,92.49823072,79.98016309,0.343859594,0.297324026,0.352291319,0.315655201,0.269,NA,17.601
Rhododendron racemosum,Ericaceae,Trees,E,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,90.7289455,98.18948517,0.495035167,0.535741355,0.423658742,0.381904053,0.183277778,NA,21.302333333333333
Acer pictum,Sapindaceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,46.99221514,51.73781526,0.406272752,0.447300995,0.365836333,0.34321092,0.115666667,NA,67.0625
Quercus aliena,Fagaceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,98.08917197,86.94361391,0.52641774,0.46660258,0.45789295,0.411135567,0.186333333,NA,33.924166666666665
Coriaria nepalensis,Coriariaceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,96.24911536,93.90469556,0.3605586,0.351776174,0.312137114,0.314219287,0.266944445,NA,41.18966666666667
Lonicera setifera,Caprifoliaceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,137.1549894,126.6782547,0.320247737,0.295785262,0.29351943,0.202215705,0.428277778,NA,12.6585
Abelia_serrata,Caprifoliaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,65.80738587,66.78704087,0.34843610550000004,0.31836882238862124,NA,0.378396941,0.2085,NA,6.393884365333333
Abies_firma,0,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,207.93125696666667,NA,0.28691046478470117,NA,0.4628466526666667,0.728,NA,0.45384943666666666
Acer_morifolium,Sapindaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,82.12395063666666,90.28344464333333,0.36807997166666667,0.4052629066155712,NA,0.3749273303333333,0.22416666666666665,NA,56.4756
Acer_rufinerve,Sapindaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,62.779197823333334,60.731354986666666,0.24744617066666666,0.23034508880840884,NA,0.28418735733333333,0.28900000000000003,NA,73.23305555666667
Acer_sieboldianum,Sapindaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,70.346484845,72.3847001475,0.35747827225,0.3683084097546958,NA,0.40260765825,0.19725,NA,34.2675
Actinidia_arguta,Actinidiaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,41.15110209,71.58119658,0.21211908300000001,0.36897524010309274,NA,0.364815485,0.194,NA,46.956
Actinidia_rufa,Actinidiaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,72.14599673333333,76.1395701425,0.2761822643333333,0.2908584221307725,NA,0.31265934575,0.260375,NA,52.326458335
Actinodaphne_acuminata,Lauraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,96.7662054,119.9940064,0.3083044813333333,0.3835675354315199,NA,0.48572627166666665,0.31833333333333336,NA,27.66684285666667
Actinodaphne_coreana,Lauraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,79.18276729,90.3440416,0.348822763,0.3979913726872247,NA,0.45623741,0.227,NA,14.039
Adina_pilulifera,Rubiaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,92.44567921,93.12838905,0.380276642,0.3833119945703706,NA,0.408361366,0.24316666666666667,NA,16.469125
Alnus_firma,Betulaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,101.48567998,105.72143477333333,0.36120043333333335,0.3861535798126712,NA,0.42397799733333336,0.2931666666666667,NA,13.830694446666666
Alnus_sieboldiana,Betulaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,79.25916166,92.95819636,0.218044461,0.25573093909215955,NA,0.406554133,0.3635,NA,37.5685
Ampelopsis_cantoniensis,Vitaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,62.76222129,62.81239713666667,0.20680480566666665,0.20645382049773486,NA,0.33061268,0.6735,NA,15.58567037
Ampelopsis_glandulosa_var_heterophylla,Vitaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,51.51527198,55.5650431725,0.26907040025,0.29165816656504495,NA,0.3157478165,0.193625,NA,57.3587125
Anodendron_affine,Apocynaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,93.64931499400001,100.723771674,0.2317758496,0.24828559663484867,NA,0.294228535,0.4089,NA,22.611710000000002
Aralia_elata,Araliaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,34.9631579,49.95334182,0.185602078,0.2684621837882497,NA,0.283421566,0.1905,NA,18.586313335
Ardisia_crenata,Primulaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,66.03444692000001,80.92007984,0.22820796066666665,0.2802181434947121,NA,0.307999279,0.28633333333333333,NA,21.913344443333333
Ardisia_pusilla,Primulaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,41.32718269,NA,0.13153520793936754,NA,0.313434389,0.55425,NA,6.0035
Ardisia_quinquegona,Primulaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,61.565376119999996,69.71844052,0.24156215466666667,0.2754338632826002,NA,0.31474109833333336,0.255,NA,27.23297222
Ardisia_sieboldii,Primulaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,98.6355525325,102.87734545000001,0.28855985024999997,0.30399578836478364,NA,0.36044401125000003,0.56025,NA,20.287781250000002
Aria_alnifolia,Rosaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,67.64721701,80.70848621,0.245098612,0.2924220514855072,NA,0.411818136,0.276,NA,20.2234
Aucuba_japonica_var_ovoidea,Garryaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,58.148850010000004,71.38779735666667,0.181249147,0.22272196080143564,NA,0.2596931883333333,0.32166666666666666,NA,45.91191666666666
Berchemia_racemosa_var_luxurians,Rhamnaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,54.27820179,62.59117309,0.301545566,0.3477287393888889,NA,0.340799211,0.18,NA,18.3945
Blastus_cochinchinensis,Melastomataceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,37.153129916666664,43.268797766666665,0.14152713933333333,0.16461651653980325,NA,0.24501020533333331,0.2648333333333333,NA,34.8617
Bredia_hirsuta,Melastomataceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,24.879100705,30.9845752,0.102456573,0.1166800273628358,NA,0.19511392133333333,0.26316666666666666,NA,16.99838889
Buddleja_curviflora,Scrophulariaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,72.784738575,88.14675583666667,0.28650944,0.30311665844228086,NA,0.35605980633333334,0.29983333333333334,NA,37.568777776666664
Buxus_microphylla_var_japonica,Buxaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,165.3089342,154.4039452,0.38657627866666666,0.3239306630384038,NA,0.4075516693333333,0.4265,NA,1.8704107145000002
Callicarpa_japonica_var_luxurians,Verbenaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,57.440079993333335,62.67203068,0.248914457,0.27333934155876716,NA,0.349814999,0.2275,NA,54.55672222333333
Callicarpa_shikokiana,Verbenaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,62.611554615,53.119158955,0.2416587985,0.20335952113701297,NA,0.39378582100000004,0.2925,NA,8.6650357145
Camellia_japonica,Theaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,172.09954513333332,187.21851106666668,0.37254624633333333,0.40565414260967064,NA,0.4541722073333333,0.4613333333333333,NA,9.484337963
Camellia_sasanqua,Theaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,147.78491394666668,152.25148456333335,0.413274083,0.42226558920437113,NA,0.46141735300000003,0.355,NA,6.178481481333334
Carpinus_laxiflora,Betulaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,48.784173155000005,57.753596986666665,0.325863427,0.3557524141271105,NA,0.4714795606666667,0.16666666666666669,NA,10.024111112333333
Castanopsis_sieboldii,Fagaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,141.75400263333333,151.90247226666668,0.38864796733333334,0.41622440362672336,NA,0.49689828866666663,0.3665,NA,8.332083333333333
Celastrus_punctatus,Celastraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,84.83595087,67.8747166,0.239988546,0.1920076848656294,NA,0.267655629,0.3535,NA,7.443125
Chamaecyparis_obtusa,Cupressaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,180.69188093333332,NA,0.1778760545062611,NA,0.4114095406666667,1.027,NA,3.525382353
Cinnamomum_camphora,Lauraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,99.94930426666666,101.53321989666667,0.414362996,0.4212510118335246,NA,0.4329964216666667,0.24033333333333334,NA,21.718533333333333
Cinnamomum_daphnoides,Lauraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,195.6162795,227.13794213333333,0.3405326716666667,0.3952198567987722,NA,0.497796782,0.5743333333333334,NA,6.2739777776666665
Cinnamomum_tenuifolium,Lauraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,125.78333465,127.0806486,0.3731236,0.37862899742943446,NA,0.4458598115,0.336,NA,13.606599405
Clerodendrum_trichotomum,Verbenaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,56.00980757,66.967406635,0.2252996055,0.2693763139121,NA,0.244615859,0.2485,NA,159.14749999999998
Clerodendrum_trichotomum_var_fargesii,Verbenaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,76.39437268,81.41935218,0.372655477,0.39716757160975613,NA,0.38708836,0.205,NA,18.226625
Clethra_barbinervis,Clethraceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,71.51362109333334,83.01819638,0.24987116566666667,0.29353041436031757,NA,0.350399125,0.2855,NA,21.206804763333334
Cleyera_japonica,Theaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,162.40807015000001,168.349913375,0.3669872495,0.38356812623337055,NA,0.4246629575,0.439375,NA,9.47680654825
Cocculus_orbiculatus,Menispermaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,62.9234983,86.03840599,0.209396001,0.28631749081530783,NA,0.344936484,0.3005,NA,67.854
Cornus_kousa,Cornaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,58.69952611,66.73664637499999,0.25815456999999997,0.29320016018788597,NA,0.34206136275,0.24025000000000002,NA,14.65910606
Cornus_macrophylla,Cornaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,79.65386592,100.45922386666666,0.35300079933333334,0.4446555992969514,NA,0.393310176,0.2275,NA,53.74673889
Crateva_formosensis,Brassicaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,93.112007905,99.960496675,0.1585776815,0.1775397485145042,NA,0.293973565,1.04675,NA,53.137166664999995
Cryptomeria_japonica,Cupressaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,169.4126349,NA,0.1538515349124358,NA,0.43017805233333334,0.9790000000000001,NA,0.06997349833333334
Cyathea_spinulosa,Cyatheaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,49.951898639999996,NA,0.1487992439825926,NA,0.2356044805,0.357,NA,234.098416665
Damnacanthus_indicus,Rubiaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,50.602486836666664,NA,0.23704337029347486,NA,0.3923747656666667,0.254,NA,1.6871333333333334
Daphne_kiusiana,Thymelaeaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,57.311695005000004,65.790752845,0.1994823335,0.23706847682102908,NA,0.2645603405,0.29125,NA,7.861694444499999
Daphnimorpha_kudoi,Thymelaeaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,44.89442635,44.46157325,0.159200093,0.15766515336879433,NA,0.182232519,0.282,NA,12.16275
Daphniphyllum_macropodum,Daphniphyllaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,143.0272422,166.89736903333332,0.28283050833333334,0.32946150986915773,NA,0.34550640866666665,0.5071666666666667,NA,35.128025
Daphniphyllum_teijsmannii,Daphniphyllaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,121.5943765,163.7588476,0.2815038833333333,0.3778983036776949,NA,0.364478845,0.4388333333333333,NA,25.567444443333333
Debregeasia_orientalis,Urticaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,37.611496155,43.393389505,0.1387645395,0.16038082166684842,NA,0.222110496,0.271,NA,29.87025
Dendropanax_trifidus,Araliaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,63.48796783666667,98.26394219333334,0.226463983,0.35162621625603036,NA,0.31229850766666667,0.2776666666666667,NA,100.8065
Diospyros_japonica,Ebenaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,98.97209292,124.45138153333333,0.4201027455,0.516326520198515,NA,0.46754945324999997,0.23550000000000001,NA,52.06883333333333
Diospyros_kaki,Ebenaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,118.71685515,129.33519625,0.34895371350000004,0.3776151929583025,NA,0.39819130049999996,0.346,NA,48.482583335
Diospyros_morrisiana,Ebenaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,92.62393274666667,97.30192119333333,0.3278023523333333,0.34159543485639005,NA,0.36588620866666666,0.2815,NA,12.8538
Diplomorpha_pauciflora_var_yakusimensis,Euphorbiaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,65.33416517333333,65.98818932333333,0.31374164000000004,0.3127733770137556,NA,0.38883413466666666,0.21366666666666667,NA,14.69827037
Distylium_racemosum,Hamamelidaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,211.1986095,207.014253075,0.41866853174999996,0.4111600717632417,NA,0.4939625655,0.501875,NA,5.44155
Elaeagnus_glabra,Elaeagnaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,110.69969014666667,119.93535921666667,0.32640763633333336,0.3553320566209811,NA,0.43089368333333333,0.3455,NA,10.542325397666666
Elaeagnus_macrophylla,Elaeagnaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,80.79978151,89.34387336,0.227605018,0.2516728827042254,NA,0.357848767,0.355,NA,19.8102
Elaeagnus_pungens,Elaeagnaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,136.97086606666667,152.45006703333334,0.304578577,0.3422801279839682,NA,0.457892665,0.44783333333333336,NA,11.147838096666666
Elaeagnus_umbellata,Elaeagnaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,94.55925685666666,102.63047902333334,0.335076384,0.3630127942774834,NA,0.4436284753333333,0.2833333333333333,NA,8.754999999999999
Elaeagnus_yakusimensis,Elaeagnaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,68.96714200666666,73.25384475333334,0.246315842,0.2626195364179663,NA,0.368926941,0.27799999999999997,NA,4.7855009803333335
Elaeocarpus_japonicus,Elaeocarpaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,141.14284766666665,146.59749726666666,0.369314182,0.3855209862569965,NA,0.4302888203333333,0.381,NA,14.55785
Elaeocarpus_sylvestris_var_ellipticus,Elaeocarpaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,116.2255498,122.23046820666667,0.38889824933333333,0.4107871014609712,NA,0.441293231,0.2955,NA,13.052811113333334
Erycibe_henryi,Convolvulaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,56.12092666,82.565179735,0.18517818749999998,0.2633864410302103,NA,0.28878071250000004,0.30425,NA,43.051666665
Euonymus_japonicus,Celastraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,109.3903755,117.34441755,0.3181128245,0.3374921637669157,NA,0.3574070635,0.35325,NA,29.035125
Euonymus_yakushimensis,Celastraceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,27.990049323333334,31.22043741,0.20156275966666667,0.22448631208883002,NA,0.23794427633333332,0.13899999999999998,NA,19.77205555666667
Eurya_emarginata,Theaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,154.76651080000002,170.66397676666668,0.23701055833333334,0.2611397369700889,NA,0.3697047093333333,0.6526666666666666,NA,3.2767148146666667
Eurya_japonica,Theaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,116.28921173666666,111.71574983333333,0.32921898666666666,0.32012759282077774,NA,0.36562251966666665,0.3453333333333333,NA,8.427447222333333
Eurya_yakushimensis,Theaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,97.66055061,NA,0.18737361752942183,NA,0.41751213433333334,0.492,NA,3.934426767666667
Euscaphis_japonica,Staphyleaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,92.28864634333333,103.95549478333334,0.3576678813333333,0.4031820686708611,NA,0.358639382,0.25733333333333336,NA,17.356476853333334
Fatsia_japonica,Araliaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,50.3438916,69.34499101,0.166426088,0.22923963970247935,NA,0.213874571,0.3025,NA,139.42175
Ficus_erecta,Moraceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,88.49014835999999,98.23941338,0.26648644633333335,0.2965118579672388,NA,0.340926889,0.33616666666666667,NA,34.24652777666667
Ficus_microcarpa,Moraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,87.554317295,101.795031,0.260670148,0.3014146844541943,NA,0.305669604,0.3425,NA,12.36466667
Ficus_nipponica,Moraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,134.21218041333333,146.9767289,0.29635418,0.3215219771263085,NA,0.44189143533333336,0.46166666666666667,NA,9.074583333333333
Ficus_pumila,Moraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,109.44767125000001,146.4387451,0.27140008849999997,0.3609032638382688,NA,0.371934767,0.40049999999999997,NA,27.689625
Ficus_superba_var_japonica,Moraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,104.99982115333333,113.54933733333333,0.405198806,0.4391389997446836,NA,0.3717816196666667,0.26016666666666666,NA,46.07513889
Ficus_thunbergii,Moraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,96.04682506,125.08107429999998,0.203558209,0.26530807636934284,NA,0.433635626,0.472,NA,7.556875
Firmiana_simplex,Malvaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,55.564173733333334,71.44534826333333,0.22735249100000002,0.2911299062386873,NA,0.33149819566666666,0.2465,NA,218.706
Frangula_crenata,Rhamnaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,66.542045088,69.95138757000001,0.2336788038,0.24575972094456275,NA,0.3089663346,0.294,NA,12.9902916664
Fraxinus_sieboldiana,Oleaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,75.01927396333333,77.61554775333333,0.36712817133333336,0.3843971856322571,NA,0.45912039299999996,0.19849999999999998,NA,10.3107
Gardenia_jasminoides,Rubiaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,60.054465193333336,71.54651514666666,0.3052735873333333,0.3629252924039266,NA,0.37085835300000003,0.19633333333333333,NA,32.195444443333336
Glochidion_obovatum,Euphorbiaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,115.01597220000001,119.1758515,0.418861768,0.4350058003350471,NA,0.43847813966666666,0.2758333333333333,NA,8.618605555666667
Glochidion_zeylanicum,Euphorbiaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,57.41037107,64.91290649,0.280735311,0.3174225256234719,NA,0.365620665,0.2045,NA,39.249
Helicia_cochinchinensis,Proteaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,90.36605462333334,93.10972721,0.30655480366666665,0.31823133477260723,NA,0.380567571,0.2961666666666667,NA,21.823325
Hoya_carnosa,Apocynaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,127.18389812333334,122.10456721333334,0.075506959,0.07276565337475067,NA,0.087536289,1.7734999999999999,NA,41.0795
Hydrangea_grosseserrata,Hydrangeaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,22.42174838333333,23.255912726666665,0.11569173099999999,0.11962250434898569,NA,0.15431387233333332,0.1955,NA,36.7335
Hydrangea_luteovenosa_var_yakusimensis,Hydrangeaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,27.186781296666666,NA,0.10800447138917808,NA,0.15042490033333333,0.24916666666666668,NA,4.653325
Hydrangea_paniculata,Hydrangeaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,58.42896271,55.0308505625,0.2003911735,0.1880646915948483,NA,0.26267211125,0.302125,NA,75.0043541675
Hydrangea_petiolaris,Hydrangeaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,41.456679576666666,44.34388708666667,0.157551577,0.17123967539634158,NA,0.231184571,0.2821666666666667,NA,10.646022223333333
Idesia_polycarpa,Salicaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,85.14152836,117.97999056666666,0.30256174966666666,0.421609456162892,NA,0.40264315100000003,0.2841666666666667,NA,146.31511111
Ilex_crenata_var_fukasawana,Aquifoliaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,110.06933646333333,NA,0.3036231233700222,NA,0.430991833,0.36483333333333334,NA,2.15483208
Ilex_goshiensis,Aquifoliaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,140.02239686666667,141.46753486666665,0.39799004066666666,0.4015870041095776,NA,0.44743288233333334,0.35650000000000004,NA,4.27525
Ilex_integra,Aquifoliaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,152.4449707,157.59194193333335,0.30626284433333334,0.31661752780957403,NA,0.39445179333333336,0.49883333333333335,NA,9.04398611
Ilex_pedunculosa,Aquifoliaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,98.58269382666667,119.07769286666667,0.37967937,0.4581274121557743,NA,0.464672249,0.2595,NA,11.327166666666667
Ilex_rotunda,Aquifoliaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,108.86198103333334,113.47126125666666,0.281935869,0.29490891194591895,NA,0.33182580333333334,0.38716666666666666,NA,15.291958333333334
Illicium_anisatum,Schisandraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,98.00973601333334,110.81289006666667,0.26728572833333336,0.30610656947071824,NA,0.32710291966666666,0.359,NA,12.832935186666665
Juniperus_chinensis_var_sargentii,Cupressaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,314.20566195000004,NA,0.24873238535134184,NA,0.4064683605,1.2662499999999999,NA,0.5904173914999999
