Species,Family,Growthform,EveDec,LeafType,Location,Garden,MAT,MAP,Biomes,Contributor,LMAdisc,LMAleaf,LDdisc,LDleaf,LDMCdisc,LDMCleaf,LTleaf,LTdisc,LAleaf
Juniperus_chinensis_var_sargentii,0,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,314.20566195000004,NA,0.24873238535134184,NA,0.4064683605,1.2662499999999999,NA,0.5904173914999999
Kadsura_japonica,Schisandraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,61.679967680000004,69.97764105333333,0.19926097566666667,0.22448663743666308,NA,0.23255317666666667,0.3198333333333333,NA,22.68195
Kalopanax_septemlobus,Araliaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,81.91174404666667,99.5457083,0.30602299266666666,0.37736323631248325,NA,0.3482115356666667,0.26549999999999996,NA,76.06641666666667
Lagerstroemia_subcostata,Lythraceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,64.93521678,72.15296695,0.385372206,0.42820751899109794,NA,0.498312883,0.1685,NA,16.886
Lagerstroemia_subcostata_var_fauriei,Lythraceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,67.65146114333334,78.26496277333334,0.412756334,0.4781693181758827,NA,0.4470065753333333,0.16966666666666666,NA,30.751938096666667
Lasianthus_fordii,Rubiaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,42.07207869,49.304409013333334,0.14232763566666667,0.1666558106051925,NA,0.3776830916666667,0.30033333333333334,NA,20.32359444333333
Lasianthus_fordii_f_pubescens,Rubiaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,45.0281165,52.64703968333333,0.132390118,0.16874929584872392,NA,0.332362635,0.32266666666666666,NA,29.07805
Lasianthus_japonicus,Rubiaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,37.38231303333333,47.868039053333334,0.15993625533333333,0.20499547678918625,NA,0.300223445,0.23616666666666666,NA,38.54983333333333
Ligustrum_japonicum,Oleaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,145.65435976666666,133.0258166,0.37537006666666667,0.3443945306557613,NA,0.40729127633333334,0.3993333333333333,NA,10.409583333333334
Lindera_erythrocarpa,Lauraceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,75.75775291,79.53013505333334,0.335211296,0.3331672362426007,NA,0.41822450099999997,0.23900000000000002,NA,11.439114813333333
Lithocarpus_edulis,Fagaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,142.81503560000002,165.52413193333334,0.323824481,0.37480458765947944,NA,0.453278421,0.4415,NA,13.471608995333334
Litsea_cubeba,Lauraceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,66.12781781333334,61.84723494333333,0.3107570943333333,0.2917360507886917,NA,0.374078699,0.21283333333333335,NA,21.379066666666667
Litsea_japonica,Lauraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,173.87359225,198.71584065,0.40757949000000004,0.4663291379425406,NA,0.46342573600000003,0.42774999999999996,NA,31.923083335
Lonicera_affinis,Caprifoliaceae,Trees,ED,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,76.191522475,89.4368217525,0.2793060825,0.3278839841488799,NA,0.372503641,0.26925,NA,17.4091208325
Lonicera_hypoglauca,Caprifoliaceae,Trees,ED,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,41.32935562,37.3290103,0.20926256,0.1890076470886076,NA,0.249905821,0.1975,NA,6.219916667
Machilus_japonica,Lauraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,97.746599835,102.09685287,0.352822611,0.38499035316304403,NA,0.43483639166666666,0.26816666666666666,NA,20.73828254
Machilus_thunbergii,Lauraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,148.33240696666667,165.33030523333332,0.4466565793333333,0.4979134463343307,NA,0.495097375,0.331,NA,17.74973611
Maesa_japonica,Primulaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,53.23414537,70.647835245,0.17482478,0.2359520730848534,NA,0.306877253,0.2995,NA,19.680125
Maesa_tenera,Primulaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,69.34062561666667,67.13999849666666,0.29175065466666666,0.2910221200577323,NA,0.324832143,0.22833333333333333,NA,41.10525
Mallotus_japonicus,Euphorbiaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,76.97581874333333,89.80909061666667,0.26230499766666665,0.3070147890287403,NA,0.366482079,0.29233333333333333,NA,92.48011111333334
Melia_azedarach,Meliaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,74.96410026333334,80.73400749333334,0.35349466733333335,0.3701493887772494,NA,0.385938498,0.218,NA,4.326527578
Meliosma_rigida,Sabiaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,124.77747536666666,154.18870026666667,0.3333693873333333,0.41229276839442663,NA,0.48706851933333334,0.3725,NA,34.56456111
Michelia_compressa,Magnoliaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,72.57465404999999,100.723837375,0.20752269299999998,0.2880100452760066,NA,0.312262065,0.34975,NA,27.02425
Microtropis_japonica,Celastraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,106.02106534500001,108.4577629,0.18110960450000002,0.1914977020700152,NA,0.367765377,1.8250000000000002,NA,15.522291665000001
Morinda_umbellata,Rubiaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,55.813728684,59.2230941875,0.2313323682,0.25609866667006415,NA,0.3001934062,0.2419,NA,23.29920625
Morus_australis,Moraceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,94.41707843,94.90071613,0.3603579145,0.364002736757037,NA,0.39016600450000005,0.26,NA,56.572333334999996
Mussaenda_parviflora,Rubiaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,44.28327137,47.97200215,0.213928847,0.23174880265700487,NA,0.245538209,0.207,NA,41.527
Myrica_rubra,Primulaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,129.233813775,125.5471481,0.418722314,0.42353888667021994,NA,0.449523238,0.308,NA,9.38391666675
Myrsine_seguinii,Primulaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,104.434290545,116.40960255,0.30865643924999997,0.3442718266644654,NA,0.39998152774999995,0.34,NA,17.54047916575
Nageia_nagi,Podocarpaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,103.06449700333333,122.61900969999999,0.262392422,0.3151814477953624,NA,0.386301478,0.3905,NA,15.047722222333334
Neolitsea_aciculata,Lauraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,134.8042368,145.16641595,0.425840379,0.4572304400399388,NA,0.513628391,0.31825,NA,11.0833964275
Neolitsea_sericea,Lauraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,109.40629095999999,122.7691890525,0.4696935325,0.5281142868100561,NA,0.47582346924999996,0.232375,NA,22.1425
Oreocnide_pedunculata,Urticaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,66.2848507,61.3778491,0.27885501133333335,0.2603144305794466,NA,0.34533655,0.24150000000000002,NA,14.124419193333333
Osmanthus_heterophyllus,Oleaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,207.2324683,200.4046555,0.38129249,0.3687298169273229,NA,0.486900749,0.5435,NA,5.766222222
Osmanthus_rigidus,Oleaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,159.81702765,237.7162026,0.30148385899999997,0.44992798574420423,NA,0.45822809600000003,0.5405,NA,12.001833335
Parthenocissus_tricuspidata,Vitaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,61.85397708,69.130215445,0.29206937033333336,0.3151791610497312,NA,0.291233192,0.20966666666666667,NA,73.33583333333334
Pieris_japonica,Ericaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,182.49766806666668,165.14405093333335,0.415766254,0.37555431020431973,NA,0.44475390000000004,0.43966666666666665,NA,2.934254375
Pinus_amamiana,Pinaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,109.78225725,NA,0.12526140717092984,NA,0.34593709,0.8668333333333333,NA,0.9030933333333333
Pinus_densiflora,Pinaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,227.7441455,NA,0.1917264714764781,NA,0.4369346255,1.1865,NA,0.925292735
Pinus_thunbergii,Pinaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,320.8359958666667,NA,0.31082185437275334,NA,0.3788338726666667,1.214,NA,1.6026458333333333
Piper_kadzura,Piperaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,48.05900536,51.08403343,0.14524365233333333,0.15140265953907606,NA,0.17857561900000002,0.3418333333333333,NA,23.41016666666667
Pittosporum_tobira,Pittosporaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,133.6646874,154.31297386666665,0.3423486593333333,0.3959506213463979,NA,0.4168898093333333,0.389,NA,10.751313491
Podocarpus_macrophyllus,Podocarpaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,158.3506969,NA,0.25848339313702184,NA,0.39746048333333334,0.6156666666666667,NA,5.319399470666666
Premna_microphylla,Verbenaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,80.82524629666666,80.24270441666667,0.3520715953333333,0.3505189902960658,NA,0.35112482733333333,0.23,NA,31.456500000000002
Prunus_jamasakura,Rosaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,103.89634685,93.19141315666667,0.5616606715,0.4714439606141767,NA,0.490784941,0.213,NA,36.16818333333333
Prunus_zippeliana,Rosaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,148.1753741,143.24386313333332,0.4073292493333333,0.39086932890362996,NA,0.43919486533333335,0.36433333333333334,NA,32.056333333333335
Psychotria_rubra,Rubiaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,54.5010187125,62.0388254075,0.18700567325,0.21155525126345723,NA,0.202578127,0.30012500000000003,NA,43.435
Psychotria_serpens,Rubiaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,75.94449471,84.01025982666667,0.147808379,0.1619620712131722,NA,0.19847435366666666,0.5356666666666666,NA,3.2666166666666667
Quercus_acuta,Fagaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,142.60282899999999,170.62316856666666,0.37922708,0.4385556852418417,NA,0.49611910433333334,0.388,NA,24.37182738
Quercus_phillyraeoides,Fagaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,176.6619868,190.88535696666668,0.4612326035,0.5039584249190208,NA,0.544754977,0.37916666666666665,NA,5.4414
Quercus_salicina,Fagaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,120.79860182499999,139.9289196,0.36645319875000004,0.42722514090023234,NA,0.49455502875,0.337375,NA,19.76257639
Randia_cochinchinensis,Rubiaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,78.04958409,85.74238272,0.455099616,0.4492153956856014,NA,0.450832605,0.19425,NA,22.937025
Rhaphiolepis_indica_var_umbellata,Rosaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,183.34649443333333,205.54974216666668,0.35404668566666664,0.3972858520678097,NA,0.43017458566666666,0.5205,NA,12.57786111
Rhododendron_indicum,Ericaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,66.46143070666666,NA,0.31529012805092843,NA,0.38548188066666667,0.22283333333333333,NA,0.8433005953333333
Rhododendron_keiskei,Ericaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,54.692004645,59.72165387333334,0.2333204015,0.17121305802721537,NA,0.3196503276666667,0.9091666666666666,NA,8.681575395666666
Rhododendron_tashiroi,Ericaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,114.909868915,119.27332035250001,0.35252897575,0.3633560672643712,NA,0.43773813,0.329875,NA,4.0418559255
Rhododendron_yakumontanum,Ericaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,65.934709825,66.691366205,0.24096130300000002,0.24610165335998754,NA,0.3306257485,0.29,NA,7.161388888499999
Rhododendron_yakusimanum,Ericaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,224.72677963333334,285.26633023333335,0.3576964143333333,0.45130167654749836,NA,0.42172801800000004,0.6288333333333334,NA,11.209355555666667
Rhus_succedanea,Anacardiaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,90.76500301666667,90.07233298333334,0.36773566533333335,0.36539127611881383,NA,0.430492447,0.24833333333333332,NA,17.360744046666667
Rosa_luciae,Rosaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,71.455235545,NA,0.3563833770879412,NA,0.3943371285,0.20350000000000001,NA,4.419988095
Rosa_onoei,Rosaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,43.44973606333333,NA,0.20958278853072007,NA,0.35537007233333334,0.20716666666666667,NA,0.3486157443333333
Rubus_buergeri,Rosaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,55.20766666,53.62560688,0.1930338,0.19184829357261524,NA,0.29786398599999997,0.27875,NA,38.216916665
Rubus_croceacanthus,Rosaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,46.85521525,36.960713104999996,0.277249794,0.195076411013986,NA,0.3572883415,0.19175,NA,5.9521875
Rubus_grayanus,Rosaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,67.90186492,75.23069896333332,0.23813009633333335,0.265110914876353,NA,0.370401426,0.29983333333333334,NA,29.611416666666667
Rubus_illecebrosus_var_yakushimensis,Rosaceae,Trees,NA,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,27.796229963333335,NA,0.18792069848163426,NA,0.22100248,0.1465,NA,1.0426877193333333
Rubus_minusculus,Rosaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,55.391540555,NA,0.3284182647511104,NA,0.4976328885,0.171,NA,1.1671059785
Rubus_palmatus_var_yakumontanus,Rosaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,59.70220225333333,57.87116505,0.20408950533333334,0.19777737728611286,NA,0.32849652,0.2911666666666667,NA,23.790216666666666
Rubus_parvifolius,Rosaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,49.38781094,NA,0.16600944853781513,NA,0.395996344,0.2975,NA,3.654916667
Rubus_pectinellus,Rosaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,34.377467710000005,34.20970615333333,0.2048455,0.18710555282029906,NA,0.2951432616666667,0.19133333333333333,NA,6.621566666666667
Rubus_sieboldii,Rosaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,86.12805322,121.02841044666667,0.17381807966666665,0.24106013518578157,NA,0.3839968246666667,0.5065000000000001,NA,176.80866666666668
Sarcandra_glabra,Chloranthaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,49.815497185,57.292613556666666,0.16660877699999999,0.2037212856510013,NA,0.26405246633333335,0.2808333333333333,NA,30.616083333333332
Schefflera_heptaphylla,Araliaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,100.80237474333333,118.40165833333333,0.32501093233333334,0.3831663186983504,NA,0.3378104396666667,0.31,NA,36.20623148
Schizophragma_hydrangeoides,Hydrangeaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,49.37622954333333,61.754635746666665,0.18557545466666667,0.2325799798482134,NA,0.27137904300000004,0.2648333333333333,NA,45.846555556666665
Scurrula_yadoriki,Loranthaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,205.66213953333335,201.85234216666666,0.41339678533333335,0.4097384542395633,NA,0.4728152406666667,0.5033333333333333,NA,7.6970740740000005
Skimmia_japonica,Rutaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,105.1313892,123.4720685,0.23425769133333332,0.2756808131450802,NA,0.31906523933333336,0.44533333333333336,NA,16.77786111
Smilax_biflora,Smilacaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,43.8230384,NA,0.24619684494382027,NA,0.340356564,0.178,NA,0.342285714
Smilax_china,Smilacaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,64.93521678,62.8414085675,0.2293468355,0.21342965170778042,NA,0.24758951675000002,0.302125,NA,11.169473215
Smilax_sebeana,Smilacaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,72.77200618,79.49707846,0.2586153685,0.2840953517451946,NA,0.29006511749999997,0.2825,NA,28.458541665
Sorbus_commixta,Rosaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,84.67042972666667,79.52892908333334,0.41689344133333334,0.39231747152658636,NA,0.4257311773333333,0.20333333333333334,NA,5.195726144
Stachyurus_praecox_var_lancifolius,Stachyuraceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,91.354937345,107.571321915,0.39050871600000003,0.45995160729432066,NA,0.45048281850000005,0.23375,NA,80.127333335
Stauntonia_hexaphylla,Lardizabalaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,93.17566988333333,107.39673766666667,0.24649537900000001,0.28511685007382787,NA,0.36621331166666665,0.37966666666666665,NA,14.382944446666666
Stephania_japonica,Menispermaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,54.307910713333335,62.84268488,0.20473616466666666,0.23756026791279103,NA,0.2885471253333333,0.26083333333333336,NA,57.2305
Stewartia_monadelpha,Theaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,108.64977447666666,103.06970156666667,0.32807450433333335,0.31454228239734844,NA,0.33856183500000003,0.32866666666666666,NA,14.806683333333332
Styrax_ japonica,Styracaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,82.887894362,88.08802526800001,0.3273643274,0.34819862133587226,NA,0.3938173704,0.2532,NA,23.9588499994
Symplocos_cochinchinensis,Symplocaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,94.45739768333333,116.45051476666667,0.31715839700000004,0.3924409651034431,NA,0.3631314193333333,0.29650000000000004,NA,53.924166666666665
Symplocos_coreana,Symplocaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,69.17934859666667,71.53613579333333,0.21760778966666666,0.22471670405840038,NA,0.297394009,0.3278333333333333,NA,6.519672222333333
Symplocos_glauca,Symplocaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,55.58963852,79.11716278666667,0.208072863,0.2789462024879394,NA,0.31881723466666667,0.28400000000000003,NA,32.19558333333333
Symplocos_kuroki,Symplocaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,152.57653876666666,164.82219703333334,0.36457780933333334,0.40823092163886243,NA,0.429403916,0.41383333333333333,NA,9.286059596
Symplocos_myrtacea,Symplocaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,78.0920254,76.6634675,0.23837508166666665,0.22848365670921256,NA,0.3142628043333333,0.371,NA,3.6814639
Symplocos_prunifolia,Symplocaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,127.53616106666666,143.88837803333334,0.386732226,0.43792804674216806,NA,0.42619806233333335,0.3305,NA,7.374425641
Symplocos_tanakae,Symplocaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,121.25060185333334,143.11696419999998,0.2810054926666667,0.33282696777222454,NA,0.383797415,0.42916666666666664,NA,26.690394443333332
Syzygium_buxifolium,Myrtaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,112.04507993666667,103.78297810833334,0.2883684593333333,0.29851751654564274,NA,0.4472352273333333,0.7254166666666667,NA,2.7784188491666666
Syzygium_jambos,Myrtaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,143.9397305,171.5513693,0.381802999,0.45504341989389924,NA,0.419287317,0.377,NA,42.11333333
Tarenna_gracilipes,Rubiaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,30.977918120000002,35.05289313,0.17645463066666667,0.1997884910002901,NA,0.2476594993333333,0.17600000000000002,NA,42.521
Ternstroemia_gymnanthera,Theaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,164.67231446666668,176.8293262,0.2606606343333333,0.27963043566406603,NA,0.3705454636666667,0.6321666666666667,NA,8.459636363666666
Tetradium_glabrifolium_var_glauca,Rutaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,84.27572546666667,98.27152990666667,0.3702978726666667,0.4308117226041204,NA,0.4232013963333333,0.22833333333333333,NA,14.177407599999999
Trachelospermum_asiaticum,Apocynaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,94.26641176666666,95.82986556666667,0.26085081266666665,0.26389051059792734,NA,0.33729365733333333,0.36483333333333334,NA,11.274837036
Trema_orientalis,Ulmaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,95.49296585333333,103.1015553,0.30570941566666665,0.3311038590955763,NA,0.405532768,0.31583333333333335,NA,19.8265
Tripetaleia_paniculata,Ericaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,71.68975256499999,65.78938590333334,0.35141290150000004,0.3347956123880953,NA,0.35060152733333333,0.19816666666666666,NA,3.3659666666666666
Tripterygium_doianum,Celastraceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,60.30486897,62.931401476666665,0.204442253,0.2134908878637736,NA,0.275285096,0.3041666666666667,NA,21.914055553333334
Trochodendron_aralioides,Trochodendraceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,119.6845172,139.9358073,0.34159191425,0.3949190574155841,NA,0.40211260725,0.3565,NA,12.48351388975
Tsuga_sieboldii,0,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,130.99525283333332,NA,0.2947448226693501,NA,0.444024828,0.4445,NA,0.14190015266666667
Tsuga_sieboldii,Pinaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,130.99525283333332,NA,0.2947448226693501,NA,0.444024828,0.4445,NA,0.14190015266666667
Turpinia_ternata,Staphyleaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,98.71426191,100.76001137333333,0.29679353933333336,0.3081062989855584,NA,0.30045125666666667,0.33366666666666667,NA,42.0245
Uncaria_rynchophylla,Rubiaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,77.35354647333334,80.22207526333334,0.36211895133333333,0.37622083554964575,NA,0.40499616266666666,0.21366666666666667,NA,22.26523611
Vaccinium_bracteatum,Ericaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,113.95493922666667,119.63629623333334,0.338043252,0.3564438542961868,NA,0.39481675433333335,0.33616666666666667,NA,6.954488888999999
Vaccinium_yakushimense,Ericaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,51.566201559999996,63.25860510333333,0.2648820255,0.32070076252693563,NA,0.36978070366666665,0.196,NA,3.7044521366666663
Vernicia_cordata,Euphorbiaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,78.26179068333333,89.82845519333333,0.344433713,0.39655686420069025,NA,0.3795013076666667,0.22716666666666668,NA,155.38622222333333
Viburnum urceolatum f. brevifolium,Caprifoliaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,64.66783647666666,62.98835977333333,0.22857223533333335,0.22239357778026544,NA,0.32894021566666665,0.31133333333333335,NA,12.670041666666666
Viburnum_furcatum,Caprifoliaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,63.98028712,69.39595746,0.23918572433333335,0.26084812855146267,NA,0.341423321,0.2688333333333333,NA,60.65480555333333
Viburnum_odoratissimum_var_awabuki,Caprifoliaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,91.92789513666668,121.62807600333333,0.20387402466666665,0.27110896154035263,NA,0.29721906000000003,0.48183333333333334,NA,38.710944446666666
Vitex_rotundifolia,Verbenaceae,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,92.8955572,90.85032422500001,0.2610929405,0.2538138750416276,NA,0.302991201,0.354,NA,9.8816388905
Vitis_ficifolia,Vitaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,57.98332886666667,71.71556689333333,0.19942127233333334,0.24705143704256358,NA,0.34547663166666664,0.2906666666666667,NA,66.66344444666666
Vitis_flexuosa,Vitaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,40.711834445,49.203505995,0.275321714,0.3326008867083191,NA,0.306745017,0.14825,NA,31.148083335000003
Zanthoxylum_ailanthoides,Rutaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,93.32209242249999,99.4175523675,0.33970096,0.3617601178487273,NA,0.3782571415,0.275625,NA,35.1096167775
Zanthoxylum_yakumontanum,Rutaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,70.983104615,77.74736519666666,0.2796074065,0.2948394456810363,NA,0.3580299793333333,0.2725,NA,28.460764310000002
